HBL Bank - Account Statement
Account Number: PK36HABB0000123456789012
Statement Period: 01-Jan-2021 to 31-Dec-2025

Txn Date,Value Date,Description,Debit,Credit,Balance
13/12/2023,13/12/2023,POS PURCHASE 8126 AL-FATAH STORE LHR,"7,606.00",,
13/12/2023,13/12/2023,POS PURCHASE 2074 AL-FATAH STORE LHR,"7,562.00",,
13-Dec-2023,13-Dec-2023,CAREEM RIDE PK 47950,"704.00",,
14/12/2023,14/12/2023,POS PURCHASE 5211 HYPERSTAR LHR,"4,898.00",,
14/12/2023,14/12/2023,POS PURCHASE 1288 METRO CASH CARRY LHR,"7,563.00",,
14/12/2023,14/12/2023,CAREEM RIDE PK 66335,"759.00",,
14-Dec-2023,14-Dec-2023,CAREEM RIDE PK 33883,"796.00",,
15/12/2023,15/12/2023,SSGC GAS BILL 1LINK,"2,050.00",,
15/12/2023,15/12/2023,PIZZA HUT DHA LHR 618497,"3,143.00",,
16/12/2023,16/12/2023,POS PURCHASE 7865 HYPERSTAR LHR,"7,987.00",,
16-Dec-2023,16-Dec-2023,PIZZA HUT DHA LHR 796577,"2,873.00",,
16/12/2023,16/12/2023,PIZZA HUT DHA LHR 733356,"3,010.00",,
16/12/2023,16/12/2023,CAREEM RIDE PK 46366,"494.00",,
16/12/2023,16/12/2023,CAREEM RIDE PK 72313,"269.00",,
17-Dec-2023,17-Dec-2023,POS PURCHASE 6011 METRO CASH CARRY LHR,"8,030.00",,
17/12/2023,17/12/2023,KFC GULBERG LHR 648434,"621.00",,
17/12/2023,17/12/2023,TOTAL PARCO LHR 7472,"5,273.00",,
18/12/2023,18/12/2023,PTCL BILL 1LINK 0042,"3,100.00",,
18-Dec-2023,18-Dec-2023,POS PURCHASE 1897 IMTIAZ SUPER MARKET LHR,"1,769.00",,
18/12/2023,18/12/2023,POS PURCHASE 3095 AL-FATAH STORE LHR,"7,084.00",,
18/12/2023,18/12/2023,POS PURCHASE 4527 METRO CASH CARRY LHR,"5,843.00",,
18/12/2023,18/12/2023,CHEEZIOUS PK 669756,"793.00",,
18-Dec-2023,18-Dec-2023,PIZZA HUT DHA LHR 631164,"1,217.00",,
18/12/2023,18/12/2023,CAREEM RIDE PK 35285,"729.00",,
19/12/2023,19/12/2023,CHEEZIOUS PK 479312,"872.00",,
19/12/2023,19/12/2023,FOODPANDA PK LAHORE 399149,"2,073.00",,
19-Dec-2023,19-Dec-2023,PIZZA HUT DHA LHR 161304,"808.00",,
19/12/2023,19/12/2023,SHELL FUEL DHA LHR 7788,"6,743.00",,
19/12/2023,19/12/2023,PSO FILLING STATION LHR 6610,"5,830.00",,
19/12/2023,19/12/2023,CAREEM RIDE PK 93652,"313.00",,
19-Dec-2023,19-Dec-2023,CAREEM RIDE PK 24851,"849.00",,
20/12/2023,20/12/2023,POS PURCHASE 4309 AL-FATAH STORE LHR,"8,846.00",,
20/12/2023,20/12/2023,PIZZA HUT DHA LHR 252077,"2,020.00",,
20/12/2023,20/12/2023,PIZZA HUT DHA LHR 650679,"1,528.00",,
21-Dec-2023,21-Dec-2023,FOODPANDA PK LAHORE 939459,"587.00",,
21/12/2023,21/12/2023,SHELL FUEL DHA LHR 5381,"7,944.00",,
21/12/2023,21/12/2023,CAREEM RIDE PK 86390,"940.00",,
22/12/2023,22/12/2023,POS PURCHASE 5862 AL-FATAH STORE LHR,"8,570.00",,
22-Dec-2023,22-Dec-2023,POS PURCHASE 5125 AL-FATAH STORE LHR,"3,130.00",,
22/12/2023,22/12/2023,KFC GULBERG LHR 694283,"2,150.00",,
22/12/2023,22/12/2023,TOTAL PARCO LHR 1893,"4,113.00",,
22/12/2023,22/12/2023,DARAZ.PK ORDER 291870,"4,858.00",,
23-Dec-2023,23-Dec-2023,CAREEM RIDE PK 64256,"458.00",,
23/12/2023,23/12/2023,CAREEM RIDE PK 48700,"505.00",,
23/12/2023,23/12/2023,CAREEM RIDE PK 41257,"385.00",,
24/12/2023,24/12/2023,POS PURCHASE 2919 IMTIAZ SUPER MARKET LHR,"8,559.00",,
24-Dec-2023,24-Dec-2023,POS PURCHASE 4691 HYPERSTAR LHR,"3,427.00",,
24/12/2023,24/12/2023,POS PURCHASE 7971 METRO CASH CARRY LHR,"8,356.00",,
24/12/2023,24/12/2023,FOODPANDA PK LAHORE 301835,"2,055.00",,
24/12/2023,24/12/2023,FOODPANDA PK LAHORE 830053,"590.00",,
24-Dec-2023,24-Dec-2023,CHEEZIOUS PK 953511,"546.00",,
25/12/2023,25/12/2023,POS PURCHASE 6917 HYPERSTAR LHR,"2,401.00",,
25/12/2023,25/12/2023,CHEEZIOUS PK 977405,"2,991.00",,
25/12/2023,25/12/2023,KFC GULBERG LHR 141994,"2,684.00",,
25-Dec-2023,25-Dec-2023,KFC GULBERG LHR 850633,"1,332.00",,
25/12/2023,25/12/2023,PIZZA HUT DHA LHR 186739,"2,655.00",,
25/12/2023,25/12/2023,CAREEM RIDE PK 56235,"593.00",,
26/12/2023,26/12/2023,POS PURCHASE 1832 METRO CASH CARRY LHR,"4,716.00",,
26-Dec-2023,26-Dec-2023,POS PURCHASE 8603 IMTIAZ SUPER MARKET LHR,"7,516.00",,
26/12/2023,26/12/2023,PIZZA HUT DHA LHR 168768,"3,016.00",,
26/12/2023,26/12/2023,KFC GULBERG LHR 960821,"1,680.00",,
26/12/2023,26/12/2023,FOODPANDA PK LAHORE 354742,"2,795.00",,
26-Dec-2023,26-Dec-2023,CAREEM RIDE PK 98221,"855.00",,
27/12/2023,27/12/2023,PIZZA HUT DHA LHR 903180,"2,431.00",,
27/12/2023,27/12/2023,FOODPANDA PK LAHORE 246414,"1,127.00",,
27/12/2023,27/12/2023,CAREEM RIDE PK 72818,"270.00",,
27-Dec-2023,27-Dec-2023,CAREEM RIDE PK 99488,"760.00",,
27/12/2023,27/12/2023,CAREEM RIDE PK 95895,"688.00",,
28/12/2023,28/12/2023,CHEEZIOUS PK 131736,"1,540.00",,
28/12/2023,28/12/2023,CAREEM RIDE PK 57516,"491.00",,
29-Dec-2023,29-Dec-2023,POS PURCHASE 8020 METRO CASH CARRY LHR,"7,837.00",,
29/12/2023,29/12/2023,PSO FILLING STATION LHR 5119,"4,507.00",,
30/12/2023,30/12/2023,KFC GULBERG LHR 498835,"3,039.00",,
30/12/2023,30/12/2023,KFC GULBERG LHR 761591,"1,816.00",,
30-Dec-2023,30-Dec-2023,PSO FILLING STATION LHR 4625,"5,512.00",,
30/12/2023,30/12/2023,CAREEM RIDE PK 96661,"818.00",,
31/12/2023,31/12/2023,FOODPANDA PK LAHORE 194477,"1,156.00",,
31/12/2023,31/12/2023,TOTAL PARCO LHR 9140,"5,586.00",,
01-Jan-2024,01-Jan-2024,SALARY CREDIT ACME TECH PVT LTD,,"245,000.00",
01/01/2024,01/01/2024,PSO FILLING STATION LHR 3510,"6,278.00",,
01/01/2024,01/01/2024,CAREEM RIDE PK 45368,"725.00",,
01/01/2024,01/01/2024,CAREEM RIDE PK 39173,"382.00",,
01-Jan-2024,01-Jan-2024,CAREEM RIDE PK 42059,"720.00",,
02/01/2024,02/01/2024,MONTHLY RENT PAYMENT IBFT,"55,000.00",,
03/01/2024,03/01/2024,POS PURCHASE 4212 AL-FATAH STORE LHR,"6,097.00",,
03/01/2024,03/01/2024,POS PURCHASE 5642 IMTIAZ SUPER MARKET LHR,"7,463.00",,
04-Jan-2024,04-Jan-2024,PIZZA HUT DHA LHR 209622,"772.00",,
05/01/2024,05/01/2024,NETFLIX.COM 8829,"1,499.00",,
05/01/2024,05/01/2024,POS PURCHASE 2101 HYPERSTAR LHR,"4,661.00",,
05/01/2024,05/01/2024,PIZZA HUT DHA LHR 768942,"1,429.00",,
05-Jan-2024,05-Jan-2024,FOODPANDA PK LAHORE 584908,"1,875.00",,
05/01/2024,05/01/2024,FOODPANDA PK LAHORE 741737,"2,314.00",,
05/01/2024,05/01/2024,CAREEM RIDE PK 80599,"536.00",,
05/01/2024,05/01/2024,CAREEM RIDE PK 73389,"834.00",,
06-Jan-2024,06-Jan-2024,KFC GULBERG LHR 327963,"1,767.00",,
06/01/2024,06/01/2024,PSO FILLING STATION LHR 6505,"6,524.00",,
06/01/2024,06/01/2024,CAREEM RIDE PK 39580,"490.00",,
07/01/2024,07/01/2024,K-ELECTRIC BILL PAYMENT 1LINK,"6,858.00",,
07-Jan-2024,07-Jan-2024,POS PURCHASE 7572 IMTIAZ SUPER MARKET LHR,"2,086.00",,
07/01/2024,07/01/2024,POS PURCHASE 3253 IMTIAZ SUPER MARKET LHR,"1,716.00",,
07/01/2024,07/01/2024,CAREEM RIDE PK 86279,"410.00",,
08/01/2024,08/01/2024,POS PURCHASE 5851 HYPERSTAR LHR,"7,080.00",,
08-Jan-2024,08-Jan-2024,SHELL FUEL DHA LHR 1935,"5,882.00",,
08/01/2024,08/01/2024,CAREEM RIDE PK 61321,"886.00",,
08/01/2024,08/01/2024,CAREEM RIDE PK 13732,"394.00",,
08/01/2024,08/01/2024,DARAZ.PK ORDER 437661,"4,694.00",,
09-Jan-2024,09-Jan-2024,KFC GULBERG LHR 999815,"1,156.00",,
09/01/2024,09/01/2024,CAREEM RIDE PK 54812,"500.00",,
09/01/2024,09/01/2024,CAREEM RIDE PK 36312,"560.00",,
09/01/2024,09/01/2024,DARAZ.PK ORDER 585038,"7,706.00",,
09-Jan-2024,09-Jan-2024,DARAZ.PK ORDER 563801,"2,296.00",,
10/01/2024,10/01/2024,SPOTIFY P1234567,"349.00",,
10/01/2024,10/01/2024,PIZZA HUT DHA LHR 578609,"1,078.00",,
10/01/2024,10/01/2024,CAREEM RIDE PK 36136,"682.00",,
11-Jan-2024,11-Jan-2024,POS PURCHASE 4764 IMTIAZ SUPER MARKET LHR,"7,253.00",,
11/01/2024,11/01/2024,POS PURCHASE 1852 HYPERSTAR LHR,"4,535.00",,
11/01/2024,11/01/2024,PIZZA HUT DHA LHR 185448,"554.00",,
12/01/2024,12/01/2024,JAZZ PREPAID LOAD *345,"1,000.00",,
12-Jan-2024,12-Jan-2024,POS PURCHASE 1348 IMTIAZ SUPER MARKET LHR,"8,220.00",,
12/01/2024,12/01/2024,POS PURCHASE 9144 IMTIAZ SUPER MARKET LHR,"6,483.00",,
12/01/2024,12/01/2024,PIZZA HUT DHA LHR 310527,"939.00",,
12/01/2024,12/01/2024,SHELL FUEL DHA LHR 6284,"7,308.00",,
12-Jan-2024,12-Jan-2024,CAREEM RIDE PK 67630,"912.00",,
13/01/2024,13/01/2024,PIZZA HUT DHA LHR 420898,"3,128.00",,
13/01/2024,13/01/2024,PIZZA HUT DHA LHR 339691,"2,139.00",,
13/01/2024,13/01/2024,KFC GULBERG LHR 945500,"1,733.00",,
13-Jan-2024,13-Jan-2024,CAREEM RIDE PK 32110,"727.00",,
13/01/2024,13/01/2024,CAREEM RIDE PK 50173,"922.00",,
14/01/2024,14/01/2024,PSO FILLING STATION LHR 6285,"8,069.00",,
15/01/2024,15/01/2024,SSGC GAS BILL 1LINK,"2,310.00",,
15-Jan-2024,15-Jan-2024,POS PURCHASE 1748 METRO CASH CARRY LHR,"8,757.00",,
15/01/2024,15/01/2024,POS PURCHASE 9234 HYPERSTAR LHR,"5,942.00",,
15/01/2024,15/01/2024,KFC GULBERG LHR 602603,"2,480.00",,
15/01/2024,15/01/2024,CHEEZIOUS PK 276880,"2,182.00",,
15-Jan-2024,15-Jan-2024,SHELL FUEL DHA LHR 9285,"6,667.00",,
15/01/2024,15/01/2024,DARAZ.PK ORDER 312926,"6,897.00",,
16/01/2024,16/01/2024,POS PURCHASE 3793 IMTIAZ SUPER MARKET LHR,"4,081.00",,
16/01/2024,16/01/2024,FOODPANDA PK LAHORE 382742,"2,044.00",,
16-Jan-2024,16-Jan-2024,CAREEM RIDE PK 44103,"490.00",,
17/01/2024,17/01/2024,POS PURCHASE 4599 HYPERSTAR LHR,"2,301.00",,
17/01/2024,17/01/2024,POS PURCHASE 1783 HYPERSTAR LHR,"1,938.00",,
17/01/2024,17/01/2024,FOODPANDA PK LAHORE 783862,"3,100.00",,
17-Jan-2024,17-Jan-2024,CHEEZIOUS PK 675816,"2,629.00",,
17/01/2024,17/01/2024,KFC GULBERG LHR 942057,"1,552.00",,
18/01/2024,18/01/2024,PTCL BILL 1LINK 0042,"3,100.00",,
18/01/2024,18/01/2024,KFC GULBERG LHR 394563,"2,852.00",,
18-Jan-2024,18-Jan-2024,SHELL FUEL DHA LHR 3786,"5,242.00",,
19/01/2024,19/01/2024,POS PURCHASE 2757 HYPERSTAR LHR,"8,088.00",,
19/01/2024,19/01/2024,POS PURCHASE 4999 IMTIAZ SUPER MARKET LHR,"7,635.00",,
19/01/2024,19/01/2024,POS PURCHASE 5342 IMTIAZ SUPER MARKET LHR,"3,477.00",,
19-Jan-2024,19-Jan-2024,FOODPANDA PK LAHORE 675824,"1,384.00",,
19/01/2024,19/01/2024,FOODPANDA PK LAHORE 481189,"2,920.00",,
19/01/2024,19/01/2024,FOODPANDA PK LAHORE 787068,"946.00",,
19/01/2024,19/01/2024,CAREEM RIDE PK 75521,"260.00",,
20-Jan-2024,20-Jan-2024,POS PURCHASE 7969 HYPERSTAR LHR,"6,253.00",,
20/01/2024,20/01/2024,POS PURCHASE 8950 METRO CASH CARRY LHR,"2,349.00",,
20/01/2024,20/01/2024,FOODPANDA PK LAHORE 698239,"2,424.00",,
20/01/2024,20/01/2024,CHEEZIOUS PK 224436,"3,072.00",,
20-Jan-2024,20-Jan-2024,KFC GULBERG LHR 174800,"2,800.00",,
20/01/2024,20/01/2024,SHELL FUEL DHA LHR 2234,"4,065.00",,
21/01/2024,21/01/2024,POS PURCHASE 1635 METRO CASH CARRY LHR,"6,102.00",,
21/01/2024,21/01/2024,KFC GULBERG LHR 477866,"790.00",,
22-Jan-2024,22-Jan-2024,CAREEM RIDE PK 92045,"515.00",,
22/01/2024,22/01/2024,DARAZ.PK ORDER 944055,"5,940.00",,
23/01/2024,23/01/2024,CAREEM RIDE PK 28567,"353.00",,
23/01/2024,23/01/2024,CAREEM RIDE PK 79408,"602.00",,
23-Jan-2024,23-Jan-2024,DARAZ.PK ORDER 902618,"5,435.00",,
24/01/2024,24/01/2024,POS PURCHASE 6600 HYPERSTAR LHR,"7,342.00",,
24/01/2024,24/01/2024,CAREEM RIDE PK 68964,"790.00",,
25/01/2024,25/01/2024,CAREEM RIDE PK 46529,"412.00",,
26-Jan-2024,26-Jan-2024,KFC GULBERG LHR 746746,"921.00",,
26/01/2024,26/01/2024,ATM WITHDRAWAL 1481 GULBERG LHR,"23,335.00",,
27/01/2024,27/01/2024,POS PURCHASE 2628 METRO CASH CARRY LHR,"6,878.00",,
27/01/2024,27/01/2024,FOODPANDA PK LAHORE 404953,"2,988.00",,
27-Jan-2024,27-Jan-2024,FOODPANDA PK LAHORE 974679,"1,690.00",,
27/01/2024,27/01/2024,CAREEM RIDE PK 81334,"440.00",,
27/01/2024,27/01/2024,CAREEM RIDE PK 78957,"606.00",,
27/01/2024,27/01/2024,CAREEM RIDE PK 87776,"550.00",,
28-Jan-2024,28-Jan-2024,POS PURCHASE 2448 METRO CASH CARRY LHR,"4,897.00",,
28/01/2024,28/01/2024,POS PURCHASE 5499 AL-FATAH STORE LHR,"6,766.00",,
28/01/2024,28/01/2024,PIZZA HUT DHA LHR 318265,"1,545.00",,
29/01/2024,29/01/2024,POS PURCHASE 4809 METRO CASH CARRY LHR,"6,403.00",,
30-Jan-2024,30-Jan-2024,CHEEZIOUS PK 835683,"1,775.00",,
30/01/2024,30/01/2024,SHELL FUEL DHA LHR 5018,"6,668.00",,
30/01/2024,30/01/2024,DARAZ.PK ORDER 704613,"5,220.00",,
31/01/2024,31/01/2024,POS PURCHASE 4365 IMTIAZ SUPER MARKET LHR,"5,553.00",,
31-Jan-2024,31-Jan-2024,FOODPANDA PK LAHORE 110642,"875.00",,
31/01/2024,31/01/2024,SHELL FUEL DHA LHR 9887,"7,234.00",,
01/02/2024,01/02/2024,SALARY CREDIT ACME TECH PVT LTD,,"245,000.00",
01/02/2024,01/02/2024,POS PURCHASE 8873 HYPERSTAR LHR,"8,173.00",,
01-Feb-2024,01-Feb-2024,CHEEZIOUS PK 831419,"1,201.00",,
01/02/2024,01/02/2024,CAREEM RIDE PK 63700,"318.00",,
01/02/2024,01/02/2024,DARAZ.PK ORDER 886096,"3,406.00",,
02/02/2024,02/02/2024,MONTHLY RENT PAYMENT IBFT,"55,000.00",,
02-Feb-2024,02-Feb-2024,POS PURCHASE 4249 HYPERSTAR LHR,"5,980.00",,
02/02/2024,02/02/2024,CAREEM RIDE PK 32075,"791.00",,
03/02/2024,03/02/2024,POS PURCHASE 9713 HYPERSTAR LHR,"7,899.00",,
03/02/2024,03/02/2024,FOODPANDA PK LAHORE 770982,"1,750.00",,
03-Feb-2024,03-Feb-2024,CHEEZIOUS PK 924678,"1,203.00",,
03/02/2024,03/02/2024,CAREEM RIDE PK 72870,"715.00",,
04/02/2024,04/02/2024,CHEEZIOUS PK 828008,"2,073.00",,
04/02/2024,04/02/2024,CHEEZIOUS PK 244118,"2,415.00",,
04-Feb-2024,04-Feb-2024,CAREEM RIDE PK 40689,"783.00",,
05/02/2024,05/02/2024,NETFLIX.COM 8829,"1,499.00",,
05/02/2024,05/02/2024,POS PURCHASE 8127 AL-FATAH STORE LHR,"2,077.00",,
05/02/2024,05/02/2024,POS PURCHASE 5607 HYPERSTAR LHR,"1,849.00",,
05-Feb-2024,05-Feb-2024,FOODPANDA PK LAHORE 106817,"503.00",,
05/02/2024,05/02/2024,PIZZA HUT DHA LHR 595030,"694.00",,
05/02/2024,05/02/2024,PIZZA HUT DHA LHR 452107,"1,365.00",,
05/02/2024,05/02/2024,SHELL FUEL DHA LHR 3395,"4,666.00",,
05-Feb-2024,05-Feb-2024,PSO FILLING STATION LHR 8008,"5,525.00",,
05/02/2024,05/02/2024,CAREEM RIDE PK 11536,"689.00",,
05/02/2024,05/02/2024,CAREEM RIDE PK 22072,"927.00",,
05/02/2024,05/02/2024,DARAZ.PK ORDER 665839,"3,628.00",,
06-Feb-2024,06-Feb-2024,POS PURCHASE 7211 IMTIAZ SUPER MARKET LHR,"7,315.00",,
06/02/2024,06/02/2024,CHEEZIOUS PK 213936,"1,010.00",,
06/02/2024,06/02/2024,FOODPANDA PK LAHORE 396045,"2,353.00",,
06/02/2024,06/02/2024,KFC GULBERG LHR 507681,"1,587.00",,
06-Feb-2024,06-Feb-2024,CHEEZIOUS PK 588897,"2,085.00",,
07/02/2024,07/02/2024,K-ELECTRIC BILL PAYMENT 1LINK,"8,333.00",,
07/02/2024,07/02/2024,POS PURCHASE 2241 METRO CASH CARRY LHR,"5,292.00",,
07/02/2024,07/02/2024,POS PURCHASE 3631 AL-FATAH STORE LHR,"4,617.00",,
07-Feb-2024,07-Feb-2024,PIZZA HUT DHA LHR 449130,"3,119.00",,
07/02/2024,07/02/2024,KFC GULBERG LHR 332444,"640.00",,
07/02/2024,07/02/2024,CAREEM RIDE PK 90298,"461.00",,
08/02/2024,08/02/2024,POS PURCHASE 8223 IMTIAZ SUPER MARKET LHR,"6,229.00",,
08-Feb-2024,08-Feb-2024,CHEEZIOUS PK 591028,"2,708.00",,
08/02/2024,08/02/2024,CAREEM RIDE PK 50468,"870.00",,
08/02/2024,08/02/2024,DARAZ.PK ORDER 733248,"5,849.00",,
09/02/2024,09/02/2024,POS PURCHASE 7307 IMTIAZ SUPER MARKET LHR,"6,091.00",,
09-Feb-2024,09-Feb-2024,PSO FILLING STATION LHR 4539,"4,016.00",,
10/02/2024,10/02/2024,SPOTIFY P1234567,"349.00",,
10/02/2024,10/02/2024,FOODPANDA PK LAHORE 691381,"2,656.00",,
10/02/2024,10/02/2024,PIZZA HUT DHA LHR 908020,"1,841.00",,
10-Feb-2024,10-Feb-2024,CAREEM RIDE PK 21456,"845.00",,
11/02/2024,11/02/2024,FOODPANDA PK LAHORE 855046,"565.00",,
11/02/2024,11/02/2024,KFC GULBERG LHR 943880,"1,417.00",,
11/02/2024,11/02/2024,CAREEM RIDE PK 50076,"705.00",,
12-Feb-2024,12-Feb-2024,JAZZ PREPAID LOAD *345,"1,000.00",,
12/02/2024,12/02/2024,POS PURCHASE 7859 HYPERSTAR LHR,"2,964.00",,
12/02/2024,12/02/2024,POS PURCHASE 3089 HYPERSTAR LHR,"5,054.00",,
12/02/2024,12/02/2024,FOODPANDA PK LAHORE 227044,"1,189.00",,
12-Feb-2024,12-Feb-2024,PIZZA HUT DHA LHR 149009,"1,537.00",,
12/02/2024,12/02/2024,CAREEM RIDE PK 29904,"567.00",,
13/02/2024,13/02/2024,POS PURCHASE 5793 AL-FATAH STORE LHR,"2,229.00",,
13/02/2024,13/02/2024,CHEEZIOUS PK 460268,"1,218.00",,
13-Feb-2024,13-Feb-2024,SHELL FUEL DHA LHR 5631,"5,882.00",,
13/02/2024,13/02/2024,SHELL FUEL DHA LHR 8358,"4,478.00",,
13/02/2024,13/02/2024,DARAZ.PK ORDER 585752,"5,440.00",,
14/02/2024,14/02/2024,PIZZA HUT DHA LHR 235201,"934.00",,
14-Feb-2024,14-Feb-2024,CAREEM RIDE PK 30285,"675.00",,
15/02/2024,15/02/2024,SSGC GAS BILL 1LINK,"3,714.00",,
15/02/2024,15/02/2024,POS PURCHASE 7595 METRO CASH CARRY LHR,"5,061.00",,
15/02/2024,15/02/2024,PIZZA HUT DHA LHR 414695,"3,135.00",,
15-Feb-2024,15-Feb-2024,PIZZA HUT DHA LHR 378309,"1,366.00",,
15/02/2024,15/02/2024,CAREEM RIDE PK 47717,"803.00",,
15/02/2024,15/02/2024,CAREEM RIDE PK 98988,"329.00",,
15/02/2024,15/02/2024,DARAZ.PK ORDER 993346,"6,565.00",,
16-Feb-2024,16-Feb-2024,POS PURCHASE 9846 METRO CASH CARRY LHR,"5,604.00",,
17/02/2024,17/02/2024,POS PURCHASE 3879 IMTIAZ SUPER MARKET LHR,"8,491.00",,
17/02/2024,17/02/2024,POS PURCHASE 8445 IMTIAZ SUPER MARKET LHR,"5,582.00",,
17/02/2024,17/02/2024,FOODPANDA PK LAHORE 460478,"1,974.00",,
17-Feb-2024,17-Feb-2024,KFC GULBERG LHR 515108,"2,209.00",,
17/02/2024,17/02/2024,CAREEM RIDE PK 93848,"262.00",,
17/02/2024,17/02/2024,CAREEM RIDE PK 89919,"488.00",,
18/02/2024,18/02/2024,PTCL BILL 1LINK 0042,"3,100.00",,
18-Feb-2024,18-Feb-2024,POS PURCHASE 8034 METRO CASH CARRY LHR,"8,632.00",,
18/02/2024,18/02/2024,ATM WITHDRAWAL 8786 GULBERG LHR,"11,631.00",,
20/02/2024,20/02/2024,PIZZA HUT DHA LHR 386428,"508.00",,
20/02/2024,20/02/2024,CAREEM RIDE PK 16448,"512.00",,
20-Feb-2024,20-Feb-2024,CAREEM RIDE PK 63053,"324.00",,
21/02/2024,21/02/2024,POS PURCHASE 9231 IMTIAZ SUPER MARKET LHR,"5,509.00",,
21/02/2024,21/02/2024,POS PURCHASE 6387 AL-FATAH STORE LHR,"6,111.00",,
21/02/2024,21/02/2024,KFC GULBERG LHR 901742,"2,574.00",,
21-Feb-2024,21-Feb-2024,CAREEM RIDE PK 27183,"635.00",,
21/02/2024,21/02/2024,CAREEM RIDE PK 16098,"881.00",,
21/02/2024,21/02/2024,CAREEM RIDE PK 74662,"723.00",,
22/02/2024,22/02/2024,CAREEM RIDE PK 69937,"653.00",,
23-Feb-2024,23-Feb-2024,POS PURCHASE 9255 AL-FATAH STORE LHR,"2,137.00",,
23/02/2024,23/02/2024,KFC GULBERG LHR 254453,"2,122.00",,
24/02/2024,24/02/2024,PIZZA HUT DHA LHR 161805,"1,363.00",,
24/02/2024,24/02/2024,PSO FILLING STATION LHR 4714,"4,100.00",,
24-Feb-2024,24-Feb-2024,CAREEM RIDE PK 46833,"705.00",,
25/02/2024,25/02/2024,POS PURCHASE 5924 METRO CASH CARRY LHR,"5,670.00",,
25/02/2024,25/02/2024,CHEEZIOUS PK 604738,"1,931.00",,
25/02/2024,25/02/2024,PIZZA HUT DHA LHR 732348,"1,476.00",,
26-Feb-2024,26-Feb-2024,POS PURCHASE 5170 HYPERSTAR LHR,"3,127.00",,
26/02/2024,26/02/2024,POS PURCHASE 9895 AL-FATAH STORE LHR,"8,609.00",,
26/02/2024,26/02/2024,SHELL FUEL DHA LHR 9579,"8,454.00",,
26/02/2024,26/02/2024,PSO FILLING STATION LHR 9055,"4,266.00",,
27-Feb-2024,27-Feb-2024,POS PURCHASE 3775 HYPERSTAR LHR,"4,414.00",,
28/02/2024,28/02/2024,POS PURCHASE 7835 METRO CASH CARRY LHR,"3,792.00",,
28/02/2024,28/02/2024,CHEEZIOUS PK 188846,"2,190.00",,
28/02/2024,28/02/2024,CHEEZIOUS PK 324553,"1,685.00",,
28-Feb-2024,28-Feb-2024,CAREEM RIDE PK 81391,"347.00",,
29/02/2024,29/02/2024,POS PURCHASE 3281 AL-FATAH STORE LHR,"5,078.00",,
29/02/2024,29/02/2024,CHEEZIOUS PK 869639,"1,078.00",,
29/02/2024,29/02/2024,PIZZA HUT DHA LHR 495084,"2,259.00",,
29-Feb-2024,29-Feb-2024,PSO FILLING STATION LHR 1503,"7,421.00",,
01/03/2024,01/03/2024,SALARY CREDIT ACME TECH PVT LTD,,"245,000.00",
01/03/2024,01/03/2024,PIZZA HUT DHA LHR 503361,"2,766.00",,
01/03/2024,01/03/2024,FOODPANDA PK LAHORE 120152,"622.00",,
02-Mar-2024,02-Mar-2024,MONTHLY RENT PAYMENT IBFT,"55,000.00",,
02/03/2024,02/03/2024,DARAZ.PK ORDER 138411,"1,769.00",,
03/03/2024,03/03/2024,POS PURCHASE 6746 METRO CASH CARRY LHR,"8,237.00",,
03/03/2024,03/03/2024,PSO FILLING STATION LHR 7127,"6,641.00",,
03-Mar-2024,03-Mar-2024,CAREEM RIDE PK 35407,"445.00",,
04/03/2024,04/03/2024,POS PURCHASE 5971 METRO CASH CARRY LHR,"5,815.00",,
04/03/2024,04/03/2024,CHEEZIOUS PK 350156,"2,693.00",,
04/03/2024,04/03/2024,CHEEZIOUS PK 426466,"782.00",,
04-Mar-2024,04-Mar-2024,PSO FILLING STATION LHR 9017,"5,517.00",,
05/03/2024,05/03/2024,NETFLIX.COM 8829,"1,499.00",,
05/03/2024,05/03/2024,CHEEZIOUS PK 928785,"1,808.00",,
05/03/2024,05/03/2024,FOODPANDA PK LAHORE 658524,"2,256.00",,
06-Mar-2024,06-Mar-2024,CAREEM RIDE PK 51901,"326.00",,
06/03/2024,06/03/2024,CAREEM RIDE PK 83610,"460.00",,
07/03/2024,07/03/2024,K-ELECTRIC BILL PAYMENT 1LINK,"8,073.00",,
07/03/2024,07/03/2024,KFC GULBERG LHR 848845,"2,794.00",,
07-Mar-2024,07-Mar-2024,PSO FILLING STATION LHR 8817,"5,648.00",,
08/03/2024,08/03/2024,POS PURCHASE 7085 METRO CASH CARRY LHR,"3,714.00",,
08/03/2024,08/03/2024,KFC GULBERG LHR 414772,"678.00",,
08/03/2024,08/03/2024,PSO FILLING STATION LHR 3798,"7,159.00",,
08-Mar-2024,08-Mar-2024,SHELL FUEL DHA LHR 4569,"6,802.00",,
08/03/2024,08/03/2024,CAREEM RIDE PK 43669,"718.00",,
09/03/2024,09/03/2024,POS PURCHASE 7277 METRO CASH CARRY LHR,"7,004.00",,
09/03/2024,09/03/2024,KFC GULBERG LHR 935816,"1,412.00",,
09-Mar-2024,09-Mar-2024,PIZZA HUT DHA LHR 233989,"1,736.00",,
09/03/2024,09/03/2024,DARAZ.PK ORDER 191615,"4,010.00",,
10/03/2024,10/03/2024,SPOTIFY P1234567,"349.00",,
